Gene;effect;qualityType;restriction_persent;restriction_time;age;organism;line;sex;sample;link
Nr1d1;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nr1d1;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nr1d1;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nr1d1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nr1d1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nr1d2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr1i2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr1i3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr2c2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr2c2ap;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr2f2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr4a1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nr4a3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nrap;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nrarp;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nrde2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nrep;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nrep;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nrg4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nrg4;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nrg4;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nrg4;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nrip1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nrip2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nrn1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nrp1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nrxn1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nrxn2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nsd1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nsdhl;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nsdhl;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nsdhl;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nsdhl;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nsfl1c;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nsmf;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nsmf;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nsrp1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nsun4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nt5c1a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nt5c2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ntan1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ntmt1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ntn4;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ntn4;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ntn4;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ntrk2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ntrk2;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ntrk2;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ntrk2;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nuak1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nub1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nubpl;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nucb2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nudt12;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nudt12;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nudt12;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nudt16;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nudt18;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nudt18;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nudt2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nudt4;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Numb;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nup133;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nup93;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nupl1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nupl2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nwd1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Nxnl1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nxnl1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nxnl1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Nxpe2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Nxpe4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Oaf;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Oasl1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Oasl2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Oasl2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Oaz2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Obp2a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Obsl1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ociad1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ociad2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ocrl;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ocstamp;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Odc1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Odf2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Odf3b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Odf3l2;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ofd1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ogdh;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ogn;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ogn;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ogn;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ogn;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Olfm1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Olfml1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Olfml2a;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Olfml3;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Oma1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Onecut1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Opa1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Opa3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Opa3;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Optn;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Optn;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Orc5;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ormdl1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Osbpl10;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Osbpl3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Osbpl3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Osbpl5;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Osbpl6;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Oscp1;increase;mRNA;10;3_months;8_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Oscp1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Oscp1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Oscp1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Osgin1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Osmr;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ost4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ostm1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ostn;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Otud1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Otud3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ovch2;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ovch2;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ovch2;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Oxct1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Oxct1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Oxld1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Oxnad1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
P2ry1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
P2ry14;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
P2ry2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
P2ry4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
P3h1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
P3h3;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
P4ha1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pa2g4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pabpc1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pacs2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Paf1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Paf1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pah;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pah;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pah;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pah;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Paip2b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pak1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Palm;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Palm;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Palm;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Palm;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pank3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Paox;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Papss2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Paqr8;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Paqr9;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Paqr9;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pard3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pard6a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Park2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Parm1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Parm1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Parm1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Parp12;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Parp16;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Parp8;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Parvb;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Patl1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pbdc1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcca;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcdh1;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh1;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh1;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh12;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcdh12;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh12;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh12;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh12;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcdh19;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh19;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh19;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcdh19;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcgf3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcif1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcnt;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcnx;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcolce2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcp4l1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcsk4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcsk4;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcsk4;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcsk4;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pcsk9;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcx;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pcyt1a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pcyt2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdcd5;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdcd7;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pde2a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pde2a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pde4a;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pde4b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pde4c;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pde6c;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pde7a;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pde8a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pde8b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pde9a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdgfa;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdgfb;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdgfb;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdgfra;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdha1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdha1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdha1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdhb;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdhb;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdhb;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdhx;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdhx;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdhx;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdia3;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdia4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdia4;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdia6;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdilt;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdk1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdk1;increase;mRNA;10;3_months;8_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdk1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdk1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdk1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Pdk1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdk4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdk4;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdk4;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdlim1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdlim1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdlim5;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdp1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdp2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdpr;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdpr;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pds5b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Pdxk;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Pdxp;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
